City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Saint Anthony,US,2022-05-08 16:33:56,45.0205,-93.218,55.33,77,100,17.27
295,Boyuibe,BO,2022-05-08 16:35:24,-20.4167,-63.2833,75.27,46,80,9.86
296,Semirom,IR,2022-05-08 16:35:24,31.4167,51.5667,48.99,32,0,9.19
297,Batemans Bay,AU,2022-05-08 16:35:25,-35.7167,150.1833,53.1,88,6,3.76
298,San Antonio,US,2022-05-08 16:35:21,29.4241,-98.4936,91.06,64,40,14.97
299,Kiunga,PG,2022-05-08 16:35:26,-6.1219,141.2906,76.37,97,100,1.9
300,Zhicheng,CN,2022-05-08 16:35:26,30.2956,111.5047,69.55,84,91,6.2
301,Kasempa,ZM,2022-05-08 16:35:27,-13.4584,25.8338,68.09,59,61,2.95
302,Sur,OM,2022-05-08 16:35:27,22.5667,59.5289,89.04,46,0,3.65
303,Sitka,US,2022-05-08 16:33:50,57.0531,-135.33,46.29,66,40,6.91
304,Nantucket,US,2022-05-08 16:35:28,41.2835,-70.0995,51.94,62,75,27.63
305,Penco,CL,2022-05-08 16:35:28,-36.7333,-72.9833,54.45,94,100,11.5
306,Severomorsk,RU,2022-05-08 16:35:28,69.0689,33.4162,39.6,77,100,5.19
307,Wenling,CN,2022-05-08 16:35:29,28.3669,121.36,62.08,96,79,4.97
308,Sao Gabriel Da Cachoeira,BR,2022-05-08 16:35:29,-0.1303,-67.0892,80.4,89,40,3.44
309,Mackay,AU,2022-05-08 16:32:21,-21.15,149.2,69.67,94,100,5.75
310,Viru,PE,2022-05-08 16:35:30,-8.4167,-78.75,75.85,63,100,10.22
311,Geraldton,AU,2022-05-08 16:35:31,-28.7667,114.6,59.41,94,75,8.05
312,Flinders,AU,2022-05-08 16:35:31,-34.5833,150.8552,58.17,82,37,1.99
313,Sao Jose Da Coroa Grande,BR,2022-05-08 16:35:31,-8.8978,-35.1478,81.34,75,28,9.24
314,Rosario Do Sul,BR,2022-05-08 16:35:32,-30.2583,-54.9142,70.32,66,1,6.93
315,Coolum Beach,AU,2022-05-08 16:35:32,-26.5333,153.1,67.33,98,100,15.05
316,Alihe,CN,2022-05-08 16:35:33,50.5667,123.7167,46.27,39,25,2.84
317,Smithers,CA,2022-05-08 16:35:33,54.7804,-127.1743,41.32,60,75,3.44
318,Auki,SB,2022-05-08 16:35:34,-8.7676,160.7034,78.24,88,71,4.47
319,Chlorakas,CY,2022-05-08 16:36:34,34.8042,32.4083,68.88,60,0,8.05
320,Emerald,AU,2022-05-08 16:36:35,-23.5333,148.1667,60.94,100,75,13.8
321,Tateyama,JP,2022-05-08 16:36:35,34.9833,139.8667,61.11,73,96,10.16
322,Liman,UA,2022-05-08 16:36:35,48.9884,37.8023,54.68,43,0,2.17
323,Erdemli,TR,2022-05-08 16:36:36,36.605,34.3084,71.19,64,45,5.55
324,Nikolayevka,RU,2022-05-08 16:36:36,53.1257,47.2041,49.69,50,0,2.86
325,Santa Rosa,PH,2022-05-08 16:36:37,14.3122,121.1114,85.1,75,11,9.84
326,Guadix,ES,2022-05-08 16:36:37,37.2993,-3.1392,76.96,22,93,8.61
327,Changji,CN,2022-05-08 16:36:38,44.0167,87.3167,70.59,35,0,6.71
328,Misratah,LY,2022-05-08 16:36:38,32.3754,15.0925,64.71,76,32,15.5
329,Rio Gallegos,AR,2022-05-08 16:36:39,-51.6226,-69.2181,48.25,43,0,28.77
330,Topeka,US,2022-05-08 16:36:39,39.0483,-95.678,69.12,75,100,20.71
331,Ayagoz,KZ,2022-05-08 16:36:40,47.9714,80.4392,42.93,33,98,20.94
332,Bafoulabe,ML,2022-05-08 16:36:40,13.8065,-10.8321,107.62,16,8,0.87
333,Awallan,PH,2022-05-08 16:36:41,17.9244,121.913,76.23,92,26,3.83
334,Broome,US,2022-05-08 16:36:41,42.2506,-75.833,62.62,31,11,8.01
335,Chimbarongo,CL,2022-05-08 16:36:42,-34.7,-71.05,50.88,48,44,5.01
336,Hobyo,SO,2022-05-08 16:36:42,5.3505,48.5268,83.61,82,87,19.77
337,Samoded,RU,2022-05-08 16:36:43,63.6083,40.5111,36.7,86,100,1.54
338,Bud,US,2022-05-08 16:36:44,39.447,-86.1758,66.81,53,2,13.27
339,Saint-Augustin,CA,2022-05-08 16:36:44,51.226,-58.6502,45.14,44,72,9.1
340,Najran,SA,2022-05-08 16:36:45,17.4924,44.1277,90.25,13,4,6.98
341,Trinidad,BO,2022-05-08 16:36:06,-14.8333,-64.9,85.98,48,13,0.0
342,Buraydah,SA,2022-05-08 16:36:45,26.326,43.975,86.45,13,12,10.83
343,Veraval,IN,2022-05-08 16:36:46,20.9,70.3667,82.53,81,2,16.31
344,Half Moon Bay,US,2022-05-08 16:36:46,37.4636,-122.4286,58.44,66,0,17.27
345,Katsuura,JP,2022-05-08 16:36:47,35.1333,140.3,60.3,65,100,9.57
346,Klaksvik,FO,2022-05-08 16:36:47,62.2266,-6.589,49.12,95,100,20.98
347,Mehamn,NO,2022-05-08 16:36:48,71.0357,27.8492,31.95,69,40,6.91
348,Shirokiy,RU,2022-05-08 16:36:48,49.758,129.523,42.44,49,3,6.4
349,Isangel,VU,2022-05-08 16:36:49,-19.55,169.2667,72.82,76,25,11.39
350,Agua Verde,MX,2022-05-08 16:36:49,22.9,-106.05,78.89,72,10,7.45
351,Paita,PE,2022-05-08 16:36:50,-5.0892,-81.1144,73.2,71,94,14.23
352,Pangnirtung,CA,2022-05-08 16:36:50,66.1451,-65.7125,26.19,83,8,4.32
353,Hun,LY,2022-05-08 16:36:51,29.1268,15.9477,83.62,16,1,15.08
354,Bejar,ES,2022-05-08 16:32:06,40.3864,-5.7634,70.77,42,59,5.06
355,Jamsa,FI,2022-05-08 16:36:52,61.8642,25.19,47.14,41,73,9.31
356,Obo,CF,2022-05-08 16:36:52,5.3998,26.4869,72.61,80,84,5.3
357,Lazo,RU,2022-05-08 16:36:53,43.3817,133.9014,37.18,61,14,4.0
358,Bage,BR,2022-05-08 16:36:53,-31.3314,-54.1069,73.18,56,0,9.22
359,Haines Junction,CA,2022-05-08 16:36:54,60.7522,-137.5108,40.95,75,45,2.3
360,Cabo San Lucas,MX,2022-05-08 16:35:12,22.8909,-109.9124,92.61,30,20,5.75
361,Dzheyrakh,RU,2022-05-08 16:36:54,42.8228,44.6756,40.39,99,100,3.31
362,Asau,RO,2022-05-08 16:36:55,46.4333,26.4,65.32,75,99,0.67
363,Caconda,AO,2022-05-08 16:36:55,-13.7333,15.0667,65.01,45,12,3.22
364,Ambulu,ID,2022-05-08 16:37:56,-8.345,113.6058,77.16,92,89,2.98
365,Kieta,PG,2022-05-08 16:37:56,-6.2167,155.6333,78.64,88,71,3.53
366,Hamilton,US,2022-05-08 16:34:40,39.1834,-84.5333,66.76,52,0,16.11
367,Marawi,PH,2022-05-08 16:37:57,7.9986,124.2928,70.83,95,100,1.3
368,Deputatskiy,RU,2022-05-08 16:37:57,69.3,139.9,10.69,99,100,3.44
369,Abu Samrah,SY,2022-05-08 16:37:57,35.3029,37.1841,67.93,40,18,10.71
370,Alta Floresta,BR,2022-05-08 16:37:58,-9.8756,-56.0861,91.22,55,40,6.91
371,Vermilion,US,2022-05-08 16:37:58,40.1667,-87.7506,67.57,43,0,13.0
372,Atar,MR,2022-05-08 16:37:59,20.5169,-13.0499,106.88,9,50,8.9
373,Huanren,CN,2022-05-08 16:37:59,41.2647,125.3667,42.6,55,4,1.43
374,Imeni Poliny Osipenko,RU,2022-05-08 16:38:00,52.4201,136.4853,32.31,91,81,6.33
375,Dorogino,RU,2022-05-08 16:38:00,54.3598,83.3198,38.01,76,95,4.56
376,Catacamas,HN,2022-05-08 16:33:53,14.8,-85.9,92.43,46,85,3.2
377,Autazes,BR,2022-05-08 16:38:01,-3.5797,-59.1306,78.82,93,94,1.12
378,Porto Belo,BR,2022-05-08 16:38:01,-27.1578,-48.5531,75.15,60,3,3.53
379,Svetlyy,RU,2022-05-08 16:38:02,54.675,20.1347,51.85,61,66,15.37
380,Jumla,NP,2022-05-08 16:38:03,29.2747,82.1838,52.59,86,41,1.45
381,Port Blair,IN,2022-05-08 16:33:19,11.6667,92.75,82.44,83,75,8.05
382,Lodwar,KE,2022-05-08 16:38:04,3.1191,35.5973,92.95,33,66,12.24
383,Dwarka,IN,2022-05-08 16:38:04,22.2394,68.9678,82.56,76,0,12.3
384,Namibe,AO,2022-05-08 16:38:04,-15.1961,12.1522,77.63,65,0,12.66
385,Manggar,ID,2022-05-08 16:38:05,-2.8833,108.2667,83.08,79,100,7.52
386,Nambutalai,IN,2022-05-08 16:38:06,9.7167,79.0,89.37,66,100,8.12
387,Les Cayes,HT,2022-05-08 16:38:06,18.2,-73.75,84.58,59,47,11.7
388,Samandag,TR,2022-05-08 16:38:07,36.0842,35.9771,70.32,78,56,3.62
389,Balbalan,PH,2022-05-08 16:38:07,17.4414,121.2019,65.75,91,44,3.0
390,Necochea,AR,2022-05-08 16:38:08,-38.5473,-58.7368,73.45,50,1,20.4
391,Uglich,RU,2022-05-08 16:38:08,57.5275,38.3317,44.91,91,100,6.67
392,Cidreira,BR,2022-05-08 16:38:09,-30.1811,-50.2056,68.34,70,0,13.71
393,Prince Rupert,CA,2022-05-08 16:38:09,54.3161,-130.3201,46.49,84,75,5.75
394,San Vicente,AR,2022-05-08 16:37:01,-26.6167,-54.1333,73.96,40,1,3.04
395,Manaure,CO,2022-05-08 16:38:10,11.7751,-72.4445,87.87,61,48,8.46
396,Maceio,BR,2022-05-08 16:38:10,-9.6658,-35.7353,83.64,65,75,8.05
397,Escanaba,US,2022-05-08 16:36:40,45.7453,-87.0646,61.52,67,0,11.5
398,Lewistown,US,2022-05-08 16:38:11,40.5992,-77.5714,60.6,69,20,5.75
399,Yakeshi,CN,2022-05-08 16:38:11,49.2833,120.7333,49.06,24,5,7.47
400,Pokhara,NP,2022-05-08 16:35:18,28.2333,83.9833,68.63,74,31,6.22
401,Kinkala,CG,2022-05-08 16:38:12,-4.3614,14.7644,76.03,86,55,3.71
402,Sabzevar,IR,2022-05-08 16:38:13,36.2126,57.6819,73.44,35,50,7.94
403,Malibu,US,2022-05-08 16:38:13,34.005,-118.8101,69.24,86,71,5.01
404,Ranong,TH,2022-05-08 16:38:14,9.9658,98.6348,79.3,89,100,2.73
405,Anloga,GH,2022-05-08 16:38:14,5.7947,0.8973,84.29,75,98,14.12
406,Pampa,US,2022-05-08 16:38:15,35.5362,-100.9599,73.44,53,0,6.91
407,George,ZA,2022-05-08 16:39:15,-33.963,22.4617,54.95,88,0,6.91
408,Totoral,PE,2022-05-08 16:39:16,-17.4053,-70.365,68.25,43,9,10.49
409,Westport,US,2022-05-08 16:39:16,41.1415,-73.3579,59.45,43,75,20.71
410,Kalmunai,LK,2022-05-08 16:39:17,7.4167,81.8167,84.06,77,100,5.12
411,Mujiayingzi,CN,2022-05-08 16:39:18,42.1167,118.7833,48.04,32,0,6.76
412,Onega,RU,2022-05-08 16:39:18,63.9061,38.1404,38.46,64,60,6.17
413,Kruszwica,PL,2022-05-08 16:39:19,52.6756,18.3313,59.23,61,58,7.83
414,Chimbote,PE,2022-05-08 16:39:19,-9.0853,-78.5783,68.52,80,89,10.56
415,Rio Grande,BR,2022-05-08 16:39:19,-32.035,-52.0986,75.31,69,1,10.98
416,Hay River,CA,2022-05-08 16:39:20,60.8156,-115.7999,33.78,93,100,16.11
417,Mersing,MY,2022-05-08 16:39:21,2.4312,103.8405,80.51,89,20,3.44
418,Pochutla,MX,2022-05-08 16:39:21,15.7432,-96.4661,89.42,37,17,7.4
419,Tenancingo,MX,2022-05-08 16:39:22,19.1472,-98.1806,72.52,33,10,7.31
420,Srednekolymsk,RU,2022-05-08 16:39:22,67.45,153.6833,21.81,88,97,7.16
421,Sisimiut,GL,2022-05-08 16:39:23,66.9395,-53.6735,35.67,52,0,9.95
422,Grindavik,IS,2022-05-08 16:39:23,63.8424,-22.4338,57.15,71,75,20.71
423,Touros,BR,2022-05-08 16:39:24,-5.1989,-35.4608,83.59,71,92,13.58
424,Abha,SA,2022-05-08 16:39:24,18.2164,42.5053,71.42,68,20,6.91
425,Umuarama,BR,2022-05-08 16:35:04,-23.7664,-53.325,71.26,63,0,7.31
426,Carutapera,BR,2022-05-08 16:39:25,-1.195,-46.02,82.02,83,98,6.06
427,Balingasay,PH,2022-05-08 16:39:25,16.3573,119.8564,84.22,72,50,5.48
428,Omaruru,NA,2022-05-08 16:39:26,-21.4333,15.9333,67.8,24,0,6.98
429,Sao Lourenco Do Sul,BR,2022-05-08 16:39:26,-31.3653,-51.9783,68.97,65,0,8.7
430,Mega,ET,2022-05-08 16:39:27,4.05,38.3,61.41,83,81,7.81
431,Tosya,TR,2022-05-08 16:39:27,41.0155,34.0401,49.62,73,39,5.46
432,Krasnoarmeysk,RU,2022-05-08 16:39:28,51.0239,45.6969,50.05,50,18,6.15
433,Kintinku,TZ,2022-05-08 16:39:28,-5.8833,35.2333,76.46,38,95,7.09
434,Lompoc,US,2022-05-08 16:39:29,34.6391,-120.4579,65.57,68,0,25.32
435,Viedma,AR,2022-05-08 16:39:29,-40.8135,-62.9967,76.12,34,2,23.11
436,Hokitika,NZ,2022-05-08 16:39:30,-42.7167,170.9667,57.31,93,100,4.05
437,Bubaque,GW,2022-05-08 16:39:30,11.2833,-15.8333,77.45,70,22,10.96
438,Saint-Francois,FR,2022-05-08 16:39:31,46.4154,3.9054,74.64,35,0,10.36
439,Kushiro,JP,2022-05-08 16:39:31,42.975,144.3747,41.31,69,0,11.16
440,Isla Vista,US,2022-05-08 16:39:32,34.4133,-119.861,66.83,57,0,9.22
441,Cap Malheureux,MU,2022-05-08 16:39:32,-19.9842,57.6142,74.46,78,2,1.99
442,Mitsamiouli,KM,2022-05-08 16:39:33,-11.3847,43.2844,80.89,83,40,9.22
443,Carauari,BR,2022-05-08 16:39:33,-4.8828,-66.8958,85.05,66,94,2.57
444,Barra Da Estiva,BR,2022-05-08 16:39:34,-13.6261,-41.3269,72.25,64,85,9.13
445,Bilibino,RU,2022-05-08 16:39:34,68.0546,166.4372,23.52,96,100,5.19
446,Northampton,US,2022-05-08 16:39:35,40.8754,-75.2499,58.87,41,95,1.99
447,Opuwo,NA,2022-05-08 16:39:35,-18.0607,13.84,73.35,28,0,5.28
448,Rocha,UY,2022-05-08 16:39:36,-34.4833,-54.3333,70.84,50,7,9.89
449,Ahuimanu,US,2022-05-08 16:39:36,21.4447,-157.8378,74.91,78,75,11.5
450,Boras,SE,2022-05-08 16:39:37,57.721,12.9401,58.1,24,22,7.43
451,Salta,AR,2022-05-08 16:39:37,-24.7859,-65.4117,61.39,80,100,5.75
452,Nelson Bay,AU,2022-05-08 16:39:37,-32.7167,152.15,52.0,90,23,5.66
453,Gordeyevka,RU,2022-05-08 16:40:38,52.9569,31.9703,55.31,84,88,7.05
454,Vila,PT,2022-05-08 16:40:38,42.0304,-8.1588,73.71,44,14,5.21
455,Ninghai,CN,2022-05-08 16:40:39,29.2892,121.4247,61.32,97,79,1.1
456,Port Hardy,CA,2022-05-08 16:39:13,50.6996,-127.4199,46.58,76,75,3.44
457,Boyabat,TR,2022-05-08 16:40:39,41.4689,34.7667,49.87,82,81,2.95
458,Sangar,RU,2022-05-08 16:40:40,63.9242,127.4739,33.48,98,100,8.25
459,Ixtapa,MX,2022-05-08 16:40:15,20.7,-105.2,78.03,65,20,5.75
460,Atambua,ID,2022-05-08 16:40:41,-9.1061,124.8925,72.99,85,27,6.51
461,Strezhevoy,RU,2022-05-08 16:40:41,60.7333,77.5889,38.39,66,94,4.36
462,Tura,IN,2022-05-08 16:40:42,25.5198,90.2201,75.97,67,45,3.27
463,Havre-Saint-Pierre,CA,2022-05-08 16:40:42,50.2334,-63.5986,52.16,25,0,14.97
464,Victor Harbor,AU,2022-05-08 16:40:43,-35.5667,138.6167,50.68,79,74,7.27
465,Jacareacanga,BR,2022-05-08 16:40:43,-6.2222,-57.7528,90.25,54,17,4.38
466,Heinola,FI,2022-05-08 16:40:44,61.2056,26.0381,46.0,39,85,8.21
467,Manokwari,ID,2022-05-08 16:40:44,-0.8667,134.0833,80.62,80,91,3.69
468,Talnakh,RU,2022-05-08 16:40:45,69.4865,88.3972,3.0,98,31,2.64
469,Montevideo,UY,2022-05-08 16:40:45,-34.8335,-56.1674,71.62,60,0,11.5
470,Khandyga,RU,2022-05-08 16:40:46,62.6667,135.6,39.47,91,100,10.85
471,High Rock,BS,2022-05-08 16:40:46,26.6208,-78.2833,82.42,72,0,12.5
472,Ponta Delgada,PT,2022-05-08 16:40:47,37.7333,-25.6667,66.92,72,75,8.05
473,Lujiang,CN,2022-05-08 16:40:47,31.2581,117.2817,66.02,75,86,10.4
474,Namwala,ZM,2022-05-08 16:40:48,-15.7504,26.4384,74.95,42,63,2.77
475,Klyuchi,RU,2022-05-08 16:40:48,52.2667,79.1667,48.72,39,12,7.56
476,Huruta,ET,2022-05-08 16:40:49,8.15,39.35,68.81,35,30,14.72
477,Kastamonu,TR,2022-05-08 16:40:49,41.5,33.6667,44.71,82,53,4.45
478,Richards Bay,ZA,2022-05-08 16:40:50,-28.783,32.0377,67.62,84,99,10.42
479,Gornopravdinsk,RU,2022-05-08 16:40:50,60.05,69.9,45.1,89,56,5.64
480,Faya,SA,2022-05-08 16:40:51,18.3851,42.4509,71.71,55,3,4.38
481,Koumac,NC,2022-05-08 16:40:51,-20.5667,164.2833,71.67,73,95,4.16
482,Glendive,US,2022-05-08 16:40:52,47.1053,-104.7125,58.69,54,40,13.8
483,Severnoye,RU,2022-05-08 16:40:52,56.3491,78.3619,38.91,67,70,0.49
484,Beloha,MG,2022-05-08 16:40:53,-25.1667,45.05,72.82,79,73,3.51
485,Havoysund,NO,2022-05-08 16:40:53,70.9963,24.6622,34.03,70,100,17.22
486,Axim,GH,2022-05-08 16:40:54,4.8699,-2.2405,83.34,74,99,8.97
487,Swan Hill,AU,2022-05-08 16:40:54,-35.3378,143.5544,48.74,68,0,2.66
488,Bayana,IN,2022-05-08 16:40:55,26.9,77.2833,94.21,11,0,6.24
489,Tefe,BR,2022-05-08 16:40:55,-3.3542,-64.7114,89.71,70,40,3.44
490,Esterhazy,CA,2022-05-08 16:40:56,50.65,-102.0843,58.05,49,8,8.9
491,Houston,US,2022-05-08 16:36:31,29.7633,-95.3633,91.94,64,0,14.97
492,Odessa,UA,2022-05-08 16:38:40,46.4775,30.7326,56.07,50,8,7.31
493,Yagodnoye,RU,2022-05-08 16:40:56,62.55,149.6667,10.2,91,11,4.65
494,Lasa,IT,2022-05-08 16:40:57,46.6166,10.7002,58.69,94,100,1.99
495,Saint-Georges,GD,2022-05-08 16:37:34,12.0564,-61.7485,85.68,70,20,23.02
496,Iquique,CL,2022-05-08 16:40:57,-20.2208,-70.1431,68.04,70,3,7.99
497,Ca Mau,VN,2022-05-08 17:31:17,9.1769,105.15,81.21,82,100,8.68
498,Aitape,PG,2022-05-08 17:31:18,-3.1374,142.3475,79.3,89,88,7.56
499,Paraiso,CR,2022-05-08 17:31:19,9.8383,-83.8656,85.87,53,16,2.59
500,Comodoro Rivadavia,AR,2022-05-08 17:28:16,-45.8667,-67.5,64.26,27,20,25.32
501,Sagar,IN,2022-05-08 17:31:19,23.8333,78.7167,91.24,14,2,6.76
502,Joplin,US,2022-05-08 17:31:20,37.0842,-94.5133,79.88,60,100,10.36
503,Humaita,BR,2022-05-08 17:31:20,-7.5061,-63.0208,84.69,69,92,2.57
504,Husavik,IS,2022-05-08 17:31:21,66.0449,-17.3389,43.81,86,100,4.03
505,Jawhar,SO,2022-05-08 17:31:21,2.7809,45.5005,81.97,73,44,16.6
506,Harnosand,SE,2022-05-08 17:31:22,62.6323,17.9379,48.22,53,100,10.31
507,Celestun,MX,2022-05-08 17:31:22,20.8667,-90.4,91.6,55,0,7.34
508,Gelemso,ET,2022-05-08 17:31:23,8.8167,40.5167,68.56,41,42,7.25
509,Mikropolis,GR,2022-05-08 17:31:23,41.1935,23.8157,54.61,72,72,0.98
510,Kalaleh,IR,2022-05-08 17:31:24,37.3807,55.4916,58.6,94,100,6.91
511,Hindoria,IN,2022-05-08 17:31:24,23.9,79.5667,92.35,13,3,5.88
512,Dogondoutchi,NE,2022-05-08 17:31:25,13.6393,4.0287,100.49,19,80,4.32
513,Leningradskiy,RU,2022-05-08 17:31:25,69.3833,178.4167,20.19,96,100,3.42
514,Minas,UY,2022-05-08 17:31:26,-34.3759,-55.2377,69.66,51,14,10.2
515,Coalville,GB,2022-05-08 17:31:26,52.7167,-1.3667,62.46,51,0,6.91
516,Evans,US,2022-05-08 17:30:23,33.5337,-82.1307,70.0,54,75,11.5
517,Takoradi,GH,2022-05-08 17:31:27,4.8845,-1.7554,82.08,78,97,11.18
518,Kpalime,TG,2022-05-08 17:31:27,6.9,0.6333,80.56,79,93,5.35
519,Guatire,VE,2022-05-08 17:31:28,10.4762,-66.5427,83.7,68,56,3.0
520,La Paz,BO,2022-05-08 17:31:29,-16.5,-68.15,60.78,38,75,12.66
521,Wakkanai,JP,2022-05-08 17:31:29,45.4094,141.6739,45.12,74,100,21.83
522,Suruc,TR,2022-05-08 17:31:30,36.9761,38.425,64.36,39,31,5.28
523,Naze,JP,2022-05-08 17:31:30,28.3667,129.4833,68.92,95,100,8.05
524,Oneonta,US,2022-05-08 17:31:31,42.4529,-75.0638,59.67,33,2,12.73
525,Adrar,MR,2022-05-08 17:31:31,20.5022,-10.0711,102.24,9,70,3.6
526,Jieshi,CN,2022-05-08 17:31:32,22.8134,115.8257,76.95,86,100,10.45
527,Dicabisagan,PH,2022-05-08 17:31:32,17.0818,122.4157,79.16,85,17,3.06
528,Chimore,BO,2022-05-08 17:31:33,-16.9833,-65.1333,85.93,42,42,4.47
529,Iqaluit,CA,2022-05-08 17:31:33,63.7506,-68.5145,28.13,68,20,4.61
530,Kahului,US,2022-05-08 17:29:54,20.8947,-156.47,75.85,74,20,5.99
531,Narsaq,GL,2022-05-08 17:31:34,60.9167,-46.05,55.62,78,100,4.29
532,Koutsouras,GR,2022-05-08 17:31:34,35.0339,25.9469,63.7,79,77,10.94
533,Am Timan,TD,2022-05-08 17:31:35,11.0297,20.2827,97.0,19,19,2.48
534,Sexsmith,CA,2022-05-08 17:31:35,55.35,-118.786,33.15,86,100,21.85
535,Roma,US,2022-05-08 17:31:36,43.2128,-75.4557,67.37,25,0,7.0
536,Stryn,NO,2022-05-08 17:31:36,61.9045,6.7226,52.68,73,78,6.53
537,Leh,IN,2022-05-08 17:31:36,34.1667,77.5833,47.89,47,43,4.79
538,Tshikapa,CD,2022-05-08 17:29:17,-6.4167,20.8,76.44,77,98,1.3
539,Port Lincoln,AU,2022-05-08 17:26:38,-34.7333,135.8667,60.15,69,100,10.85
540,Jhol,PK,2022-05-08 17:31:37,25.9551,68.8882,86.9,48,0,21.77
541,Moyale,KE,2022-05-08 17:31:38,3.5167,39.0584,69.3,70,83,4.54
542,Alexandria,EG,2022-05-08 17:32:38,31.2156,29.9553,79.34,48,55,18.3
543,Ondjiva,AO,2022-05-08 17:32:39,-17.0667,15.7333,71.04,30,0,5.41
544,Arlit,NE,2022-05-08 17:32:40,18.7369,7.3853,98.6,11,100,4.85
545,Kushima,JP,2022-05-08 17:32:40,31.4583,131.2333,66.51,85,98,1.72
546,Nador,MA,2022-05-08 17:32:41,35.174,-2.9287,75.27,53,0,2.3
547,Mbaiki,CF,2022-05-08 17:32:41,3.8678,17.9892,80.38,59,90,1.05
548,Yanam,IN,2022-05-08 17:32:42,16.7333,82.2167,81.01,85,98,6.22
549,Ardahan,TR,2022-05-08 17:32:42,41.1087,42.7022,32.58,94,74,3.96
550,Poronaysk,RU,2022-05-08 17:32:43,49.2167,143.1167,30.79,94,100,4.65
551,San Patricio,US,2022-05-08 17:32:43,28.017,-97.5169,93.92,45,6,19.24
552,Aluksne,LV,2022-05-08 17:32:44,57.4167,27.05,42.35,46,84,11.65
553,Kortkeros,RU,2022-05-08 17:32:44,61.8106,51.5806,59.18,54,43,11.9
554,Palembang,ID,2022-05-08 17:30:59,-2.9167,104.7458,80.69,89,40,3.44
555,Tandil,AR,2022-05-08 17:32:45,-37.3217,-59.1332,73.69,54,16,17.36
556,Pisz,PL,2022-05-08 17:32:45,53.6274,21.8125,50.99,78,70,8.28
557,Henties Bay,NA,2022-05-08 17:32:46,-22.116,14.2845,60.46,68,0,8.48
558,Paamiut,GL,2022-05-08 17:32:46,61.994,-49.6678,33.37,86,100,16.82
559,San Ignacio,BZ,2022-05-08 17:32:47,17.1561,-89.0714,95.14,52,0,6.91
560,Luena,AO,2022-05-08 17:32:47,-11.7833,19.9167,70.75,52,89,4.65
561,Idrinskoye,RU,2022-05-08 17:32:48,54.3708,92.1358,34.25,40,93,0.51
562,Pita,GN,2022-05-08 17:32:48,10.8333,-12.5833,92.32,41,79,3.69
563,Oranjemund,NA,2022-05-08 17:32:49,-28.55,16.4333,56.57,80,26,13.69
564,Mianwali,PK,2022-05-08 17:32:49,32.5741,71.5264,93.85,11,0,5.88
565,Tezu,IN,2022-05-08 17:32:50,27.9167,96.1667,73.54,75,0,5.14
566,Waldoboro,US,2022-05-08 17:32:50,44.0954,-69.3756,61.56,41,100,8.99
567,Bouake,CI,2022-05-08 17:32:51,7.6895,-5.0218,87.91,62,40,4.61
568,Olinda,BR,2022-05-08 17:32:51,-8.0089,-34.8553,80.33,74,75,18.41
569,Charyshskoye,RU,2022-05-08 17:32:52,51.3978,83.5598,35.87,53,0,4.18
570,Hauterive,FR,2022-05-08 17:32:52,46.0901,3.4459,68.76,64,84,6.17
